Geneid	SRR10440857	SRR10440859	SRR10440860	SRR10440861	SRR11357867	SRR11357868	SRR11357869	SRR11357870
ENSG00000185869.15	17	160	44	81	81	224	90	70
ENSG00000185873.8	0	0	0	0	0	2	0	0
ENSG00000185875.13	157	105	164	487	117	179	88	122
ENSG00000185880.14	1075	882	591	1151	1908	2335	1704	2286
ENSG00000185883.12	1166	783	1963	747	161	152	152	144
ENSG00000185885.17	2583	3379	2220	5616	2448	3387	2503	2332
ENSG00000185888.6	0	0	0	0	0	0	0	2
ENSG00000185894.8	0	0	0	0	0	0	0	0
ENSG00000185896.11	7727	7385	9592	6589	14268	12252	8813	9761
ENSG00000185897.7	6	3	17	1	13	5	15	22
ENSG00000185899.1	1	1	0	0	0	0	0	0
ENSG00000185900.11	592	1649	244	719	832	764	337	428
ENSG00000185903.10	0	0	0	0	0	0	0	0
ENSG00000185904.13	26	62	62	24	126	577	59	201
ENSG00000185905.4	175	221	38	196	746	312	367	671
ENSG00000185909.15	786	1128	209	665	986	1705	510	866
ENSG00000185915.5	28	2	0	3	5	3	2	4
ENSG00000185917.14	551	656	507	480	478	1012	332	768
ENSG00000185920.19	224	920	100	115	850	987	548	752
ENSG00000185924.7	71	437	189	140	576	242	517	228
ENSG00000185926.1	0	0	0	0	0	0	0	0
ENSG00000185933.7	1	6	0	0	2	3	2	5
ENSG00000185940.11	0	0	0	0	0	0	0	0
ENSG00000185942.13	7	5	5	1	2	3	2	1
ENSG00000185946.16	293	880	340	926	467	715	223	374
ENSG00000185947.15	756	870	410	1158	586	549	682	645
ENSG00000185950.9	463	849	1168	249	4034	1100	1553	1508
ENSG00000185955.5	35	2	7	7	6	28	4	17
ENSG00000185958.10	20	9	4	3	0	23	1	12
ENSG00000185960.15	0	0	0	0	0	0	0	0
ENSG00000185962.1	0	0	0	0	0	0	0	0
ENSG00000185963.14	1332	1199	1320	1212	2334	2017	1420	1536
ENSG00000185966.4	0	0	0	0	0	0	0	0
ENSG00000185972.6	11	6	2	4	37	24	11	11
ENSG00000185973.12	91	108	160	170	230	301	158	184
ENSG00000185974.7	1	12	10	4	1	6	3	5
ENSG00000185982.7	0	0	0	0	0	0	0	0
ENSG00000185985.11	67	70	0	1	24	69	55	93
ENSG00000185986.14	0	24	22	5	2	6	0	5
ENSG00000185988.15	16	8	5	1	0	9	0	1
ENSG00000185989.11	2148	874	412	852	1628	1707	826	1545
ENSG00000186001.14	712	923	675	830	1088	1929	704	1299
ENSG00000186007.10	12	11	18	44	22	2	12	15
ENSG00000186008.7	0	0	0	0	0	0	0	0
ENSG00000186009.5	0	68	12	9	3	3	3	4
ENSG00000186010.19	141	123	166	42	66	100	28	91
ENSG00000186017.16	99	477	174	503	228	502	130	283
ENSG00000186019.13	11	15	4	24	13	19	11	17
ENSG00000186020.13	300	835	283	431	373	594	172	465
ENSG00000186026.7	53	77	38	66	48	137	17	70
ENSG00000186038.9	0	0	2	0	0	2	2	0
ENSG00000186047.11	41	25	13	73	21	17	15	6
ENSG00000186049.8	0	1	0	0	0	2	0	7
ENSG00000186051.7	3	0	0	1	3	4	1	0
ENSG00000186056.12	124	55	128	57	45	43	37	61
ENSG00000186063.13	780	1379	1550	3901	2007	1745	1330	1332
ENSG00000186073.14	216	301	140	164	175	273	79	125
ENSG00000186074.19	155	414	76	2299	660	714	592	625
ENSG00000186075.13	0	0	0	0	0	0	1	2
ENSG00000186076.5	183	294	293	411	61	36	38	36
ENSG00000186081.12	1334	27	8	36	4	86	443	201
ENSG00000186082.9	0	0	0	0	0	0	0	0
ENSG00000186086.19	0	3	0	1	1	2	1	0
ENSG00000186088.16	414	1366	383	2631	1954	1959	1278	2436
ENSG00000186090.11	0	0	0	0	0	2	0	0
ENSG00000186092.7	0	0	0	0	0	0	0	0
ENSG00000186094.18	16	41	22	1	10	6	41	11
ENSG00000186103.5	0	0	0	1	0	0	0	0
ENSG00000186104.11	274	523	355	386	344	564	180	408
ENSG00000186105.8	6	41	2	10	111	129	20	59
ENSG00000186106.11	140	1344	278	640	757	1173	622	724
ENSG00000186111.11	2038	2189	2163	1889	3047	2761	1374	1765
ENSG00000186113.1	0	0	0	0	0	0	0	0
ENSG00000186115.13	0	2	0	0	0	1	2	0
ENSG00000186118.9	2	1	3	2	0	1	1	3
ENSG00000186119.9	0	0	0	0	0	0	0	0
ENSG00000186124.5	0	0	0	0	0	0	0	0
ENSG00000186130.5	142	443	164	496	350	637	219	285
ENSG00000186132.15	55	131	131	88	239	369	148	170
ENSG00000186136.1	1	0	0	0	0	0	0	0
ENSG00000186141.10	1816	1052	819	880	742	895	412	724
ENSG00000186143.11	0	0	0	0	0	0	0	0
ENSG00000186146.2	0	0	0	0	0	0	0	0
ENSG00000186148.14	0	0	0	0	0	0	0	0
ENSG00000186150.5	1	36	0	1	1	4	1	2
ENSG00000186152.6	6	9	4	0	26	8	10	1
ENSG00000186153.19	171	346	136	214	234	276	270	183
ENSG00000186160.5	0	30	21	6	9	74	15	36
ENSG00000186162.13	0	0	0	0	0	0	0	0
ENSG00000186163.10	0	0	0	0	0	0	0	0
ENSG00000186166.9	1282	1073	329	675	453	1887	236	1736
ENSG00000186174.13	3239	1854	1922	2524	3671	2049	1930	1877
ENSG00000186184.20	2682	1472	2190	1337	2154	2577	1919	2187
ENSG00000186185.14	785	524	565	324	21	9	8	56
ENSG00000186187.12	1269	653	295	351	884	1224	550	966
ENSG00000186188.11	68	30	65	181	238	230	156	124
ENSG00000186190.8	0	0	0	0	0	0	0	0
ENSG00000186191.9	0	58	29	0	0	3	0	0
ENSG00000186193.9	385	240	339	423	32	19	18	41
ENSG00000186197.15	100	162	21	28	48	72	48	54
ENSG00000186198.4	5	19	5	6	149	263	245	213
ENSG00000186204.15	0	34	83	9	146	313	70	212
ENSG00000186205.14	242	396	135	223	329	367	350	426
ENSG00000186207.5	0	0	0	0	0	0	0	0
ENSG00000186212.4	205	173	524	164	62	74	232	68
ENSG00000186222.5	510	305	210	148	446	562	289	325
ENSG00000186226.9	0	0	0	0	0	0	0	0
ENSG00000186230.7	167	185	155	174	146	161	67	90
ENSG00000186231.17	3	49	11	13	14	27	176	45
ENSG00000186234.7	13	0	0	0	0	1	0	0
ENSG00000186235.13	49	50	43	9	7	71	5	38
ENSG00000186244.7	0	0	0	0	0	0	0	0
ENSG00000186260.17	470	1974	2572	1836	4265	3415	945	1849
ENSG00000186265.11	11	113	4	181	28	46	10	55
ENSG00000186268.4	0	0	0	0	0	0	0	0
ENSG00000186272.13	113	119	234	216	175	273	111	161
ENSG00000186280.7	75	31	61	27	23	48	30	19
ENSG00000186281.13	89	32	19	10	109	47	19	38
ENSG00000186283.14	1924	1664	1409	2089	1526	1570	997	1411
ENSG00000186288.5	0	0	0	0	0	0	0	0
ENSG00000186297.12	32	7	0	0	5	0	0	0
ENSG00000186298.12	1695	3039	1820	4736	3662	4426	2601	3140
ENSG00000186300.12	78	167	153	308	142	275	68	122
ENSG00000186301.8	628	98	74	134	142	93	51	276
ENSG00000186306.1	0	0	0	0	0	0	0	0
ENSG00000186310.10	85	42	48	43	155	288	89	88
ENSG00000186312.11	0	4	0	3	2	0	0	0
ENSG00000186314.12	69	356	363	95	133	204	99	108
ENSG00000186318.18	652	405	554	544	1219	814	623	660
ENSG00000186326.4	14	17	9	3	24	19	49	29
ENSG00000186328.4	0	0	0	0	0	0	0	0
ENSG00000186329.9	0	0	2	5	4	17	223	36
ENSG00000186334.10	0	1	0	2	1	8	1	3
ENSG00000186335.9	0	0	0	0	5	2	0	5
ENSG00000186340.17	9208	2898	3054	2554	982	500	153	238
ENSG00000186350.12	1892	1743	1312	2029	6122	4457	4390	3587
ENSG00000186352.9	91	169	650	156	477	273	272	486
ENSG00000186364.12	352	135	106	108	60	100	41	102
ENSG00000186367.7	0	2	0	0	0	0	0	1
ENSG00000186369.12	0	0	0	0	0	0	0	0
ENSG00000186376.16	349	605	492	747	917	1094	489	667
ENSG00000186377.8	31	576	377	132	277	523	737	333
ENSG00000186393.6	0	0	0	0	0	0	0	0
ENSG00000186395.9	221	95	591	96	873	901	578	535
ENSG00000186399.11	66	128	26	53	65	62	38	46
ENSG00000186407.8	206	155	108	123	1056	372	1023	734
ENSG00000186409.19	73	281	88	97	151	185	425	254
ENSG00000186416.18	192	211	326	220	255	298	168	243
ENSG00000186417.15	78	311	139	96	514	294	531	191
ENSG00000186431.19	64	33	15	17	255	25	319	170
ENSG00000186432.10	2098	2012	1733	2244	2493	2260	2482	1944
ENSG00000186439.16	170	1	1	0	5	4	20	2
ENSG00000186440.3	0	0	0	0	0	0	0	0
ENSG00000186442.7	0	0	2	4	0	2	0	1
ENSG00000186446.12	59	120	7	157	127	304	64	95
ENSG00000186448.15	363	482	381	531	687	859	439	497
ENSG00000186451.2	5	21	5	16	19	13	4	5
ENSG00000186452.11	6	0	2	3	2	2	0	2
ENSG00000186453.13	5	2	2	2	11	16	4	11
ENSG00000186458.5	0	0	0	0	0	0	0	0
ENSG00000186462.9	29	43	5	189	174	194	147	142
ENSG00000186466.5	0	0	0	0	0	0	0	0
ENSG00000186468.13	3389	5352	5184	4248	10883	16118	8108	9260
ENSG00000186469.9	267	705	327	696	1855	1781	664	1326
ENSG00000186470.14	3511	1681	1353	4002	3685	4046	2635	5324
ENSG00000186471.13	0	0	1	4	0	19	112	22
ENSG00000186472.20	146	260	95	521	259	80	177	106
ENSG00000186474.16	0	157	69	14	1	21	6	10
ENSG00000186479.5	5	76	202	20	365	110	102	31
ENSG00000186480.13	531	942	2931	1515	2921	1463	2637	2552
ENSG00000186481.17	0	7	1	3	0	1	0	6
ENSG00000186487.21	0	1	0	0	4	4	4	7
ENSG00000186493.14	314	309	153	445	655	534	604	712
ENSG00000186496.12	37	108	60	128	92	137	140	92
ENSG00000186501.15	1083	1014	1488	568	1244	1649	958	1175
ENSG00000186508.4	0	0	0	0	0	0	0	0
ENSG00000186509.4	0	0	0	0	0	2	1	0
ENSG00000186510.12	193	62	64	3	3	18	11	25
ENSG00000186513.4	0	0	0	0	0	0	0	0
ENSG00000186517.14	1024	1740	609	2491	3168	2871	1892	3361
ENSG00000186522.15	748	1195	1003	1462	3498	3975	2682	2888
ENSG00000186523.15	20	16	0	35	8	93	22	78
ENSG00000186526.13	0	3	0	0	0	0	0	0
ENSG00000186529.16	1	38	0	5	278	63	126	124
ENSG00000186532.12	310	429	383	390	807	811	547	670
ENSG00000186543.7	2	1	0	0	0	0	0	0
ENSG00000186562.8	0	0	0	0	0	0	0	0
ENSG00000186564.6	34	76	72	27	24	44	12	22
ENSG00000186566.13	1584	1878	1849	1842	1873	2199	1196	1651
ENSG00000186567.14	218	75	60	41	214	783	150	491
ENSG00000186572.2	0	0	0	0	0	0	0	0
ENSG00000186575.20	742	928	1381	806	1092	917	644	681
ENSG00000186577.14	871	554	818	443	656	934	467	693
ENSG00000186579.3	0	0	0	0	0	0	0	0
ENSG00000186583.12	39	44	12	23	10	12	3	15
ENSG00000186591.13	2864	2261	2190	4312	5765	4064	3771	3389
ENSG00000186594.17	879	489	476	615	3303	1325	2484	3421
ENSG00000186599.8	0	0	0	0	0	0	0	0
ENSG00000186603.7	217	90	15	13	12	11	6	22
ENSG00000186615.13	67	34	52	23	74	118	47	32
ENSG00000186625.14	286	387	367	365	401	687	424	536
ENSG00000186628.12	8	2	0	0	2	2	5	2
ENSG00000186635.16	4309	3134	5859	4654	6848	5927	4994	5529
ENSG00000186638.17	91	310	111	115	36	35	143	65
ENSG00000186642.16	376	145	54	66	2112	2705	589	901
ENSG00000186645.11	0	0	0	1	2	1	0	5
ENSG00000186648.15	34	110	27	86	67	48	35	66
ENSG00000186652.10	3	13	7	5	5	10	0	16
ENSG00000186654.22	360	448	222	192	328	549	206	380
ENSG00000186660.15	1460	2612	1880	2100	2526	2529	1646	1747
ENSG00000186665.10	178	264	458	353	330	246	175	214
ENSG00000186666.6	85	52	71	146	87	176	81	89
ENSG00000186675.7	0	2	0	0	2	1	0	1
ENSG00000186676.3	0	1	0	1	0	2	0	0
ENSG00000186678.7	0	0	0	0	0	0	0	0
ENSG00000186684.14	37	152	17	2	15	6	19	11
ENSG00000186687.16	155	371	270	377	637	832	408	427
ENSG00000186704.9	7	11	3	9	3	2	3	4
ENSG00000186710.12	16	44	7	9	17	113	790	208
ENSG00000186714.13	0	17	3	7	0	5	1	3
ENSG00000186715.12	0	0	0	0	0	0	0	0
ENSG00000186716.21	2275	2977	3034	1893	4067	3117	2016	2632
ENSG00000186723.4	4	1	3	2	3	1	0	2
ENSG00000186732.14	21	11	0	0	0	10	2	0
ENSG00000186743.2	0	0	0	0	0	0	0	0
ENSG00000186765.12	14	57	38	30	41	41	32	46
ENSG00000186766.8	4	53	0	2	29	43	37	10
ENSG00000186767.7	180	285	145	250	424	824	128	313
ENSG00000186777.13	0	68	10	3	1	8	0	4
ENSG00000186787.10	137	93	85	72	83	261	77	135
ENSG00000186788.14	0	0	0	0	0	0	0	0
ENSG00000186790.6	4	15	0	0	0	1	0	0
ENSG00000186792.17	197	69	145	150	96	188	90	115
ENSG00000186795.1	0	0	0	0	0	0	0	0
ENSG00000186803.3	0	0	0	0	0	0	0	0
ENSG00000186806.6	109	194	85	71	82	154	68	91
ENSG00000186810.8	112	254	44	399	108	212	53	277
ENSG00000186812.13	482	1652	489	1115	1023	1760	599	1036
ENSG00000186814.15	272	832	364	505	542	998	371	584
ENSG00000186815.13	2346	2034	1762	1809	2971	3315	2015	3944
ENSG00000186818.13	1905	2228	523	2965	946	506	324	1151
ENSG00000186825.7	4	0	0	1	1	0	0	0
ENSG00000186827.12	324	427	164	232	192	669	106	327
ENSG00000186831.12	0	0	0	0	0	0	0	0
ENSG00000186832.9	249	23	55	11	3	0	0	0
ENSG00000186834.4	301	316	465	280	348	588	249	436
ENSG00000186838.15	2	0	0	0	1	1	2	0
ENSG00000186844.6	0	0	0	0	0	0	0	0
ENSG00000186847.6	3	3	60	16	21	0	1	1
ENSG00000186854.11	55	251	9	425	308	194	358	213
ENSG00000186860.5	0	0	0	0	0	0	0	0
ENSG00000186862.20	210	114	84	189	30	103	41	69
ENSG00000186866.17	2977	1198	1447	983	1246	1452	931	1703
ENSG00000186867.11	19	1	0	0	15	20	1	3
ENSG00000186868.18	37	21	55	18	170	64	157	85
ENSG00000186871.7	155	67	128	100	6	24	11	10
ENSG00000186881.3	0	0	0	0	0	0	0	0
ENSG00000186886.8	0	0	0	0	0	0	0	0
ENSG00000186889.10	188	71	66	32	134	136	90	94
ENSG00000186891.14	1861	218	957	240	51	109	83	235
ENSG00000186895.4	0	0	0	0	0	4	0	0
ENSG00000186897.5	3	0	0	0	0	0	0	0
ENSG00000186907.8	125	399	148	1686	94	112	93	47
ENSG00000186908.15	403	1827	736	1046	1485	2572	862	1466
ENSG00000186910.4	0	0	1	0	0	0	0	0
ENSG00000186912.7	3	5	2	5	3	1	0	3
ENSG00000186918.14	524	797	854	974	1701	2051	1395	1460
ENSG00000186919.13	3	12	4	7	8	4	2	5
ENSG00000186924.3	0	0	0	0	0	0	0	0
ENSG00000186925.6	0	0	0	0	0	0	0	0
ENSG00000186930.4	0	0	0	0	0	0	0	0
ENSG00000186940.6	1	22	16	21	0	0	0	0
ENSG00000186943.1	0	0	0	0	0	0	0	0
ENSG00000186951.17	426	938	400	936	1332	652	594	608
ENSG00000186952.15	11	16	11	13	31	65	303	110
ENSG00000186960.15	1	0	0	0	0	0	0	0
ENSG00000186965.5	0	0	0	0	0	0	0	0
ENSG00000186967.7	0	0	0	0	0	0	0	0
ENSG00000186970.5	0	0	0	0	0	0	0	0
ENSG00000186971.4	0	0	0	0	0	0	1	0
ENSG00000186973.11	35	30	0	39	3	82	682	150
ENSG00000186976.15	32	78	52	82	60	72	305	97
ENSG00000186977.3	0	0	0	0	0	0	0	0
ENSG00000186980.7	0	0	0	0	0	0	0	0
ENSG00000186994.12	165	170	60	82	2466	6278	2169	3854
ENSG00000186998.16	86	1432	59	38	1328	1580	726	877
ENSG00000187003.7	0	0	0	0	0	1	0	0
ENSG00000187005.5	0	0	0	0	0	0	0	0
ENSG00000187010.21	54	44	82	60	71	82	36	107
ENSG00000187012.12	0	0	0	0	0	0	0	0
ENSG00000187013.4	73	37	14	2	70	109	95	70
ENSG00000187017.18	1321	642	871	701	47	101	313	123
ENSG00000187021.15	0	1	0	0	0	0	0	0
ENSG00000187024.15	1	5	0	4	12	8	15	20
ENSG00000187026.3	0	0	0	0	0	0	0	0
ENSG00000187033.9	0	0	0	1	0	0	0	1
ENSG00000187037.9	112	128	60	348	237	121	90	136
ENSG00000187045.19	19	435	473	103	25	253	181	43
ENSG00000187048.14	0	0	2	3	3	14	4	10
ENSG00000187049.11	392	352	478	435	265	412	244	308
ENSG00000187051.9	1177	1395	1865	1475	1462	2779	1068	1951
ENSG00000187054.17	0	1	0	0	0	6	0	0
ENSG00000187066.9	38	4	5	8	5	5	1	2
ENSG00000187068.3	42	85	11	74	281	187	75	133
ENSG00000187079.20	902	1712	1893	2230	3452	2411	2394	1798
ENSG00000187080.10	0	0	0	0	0	0	0	0
ENSG00000187082.2	0	0	0	0	0	0	0	0
ENSG00000187091.14	710	330	310	834	802	1308	708	1002
ENSG00000187094.12	3	33	1	0	25	16	33	162
ENSG00000187097.13	547	1092	1156	792	549	422	399	345
ENSG00000187098.18	369	513	764	755	967	908	955	734
ENSG00000187103.3	0	0	0	0	0	0	0	0
ENSG00000187105.9	21	31	18	19	20	52	5	57
ENSG00000187109.15	3567	7724	6477	7550	9288	16266	6867	9786
ENSG00000187116.14	84	123	20	57	436	237	457	423
ENSG00000187118.14	327	424	198	400	493	655	306	505
ENSG00000187122.17	14	92	3	24	26	39	50	29
ENSG00000187123.15	29	144	29	3	50	58	21	38
ENSG00000187134.14	98	108	15	381	972	1004	1244	1245
ENSG00000187135.8	0	0	0	0	0	0	0	12
ENSG00000187140.6	5	21	1	1	0	0	0	2
ENSG00000187144.11	1	0	0	0	0	10	2	6
ENSG00000187147.19	1760	1296	1291	1119	1544	2293	947	1524
ENSG00000187151.7	3	3	10	2	152	194	26	109
ENSG00000187164.20	821	1656	1455	1636	1703	1200	1242	1173
ENSG00000187166.1	3	4	2	4	3	8	1	16
ENSG00000187170.6	0	0	0	0	0	0	0	0
ENSG00000187172.16	0	0	0	0	0	0	0	0
ENSG00000187173.4	0	0	0	0	0	0	0	0
ENSG00000187175.5	0	0	0	0	0	0	0	2
ENSG00000187180.4	0	0	0	0	0	0	0	0
ENSG00000187185.5	2	4	4	80	19	61	41	27
ENSG00000187186.15	1	4	6	1	7	14	2	6
ENSG00000187187.14	41	139	106	167	109	297	81	219
ENSG00000187189.11	674	1420	569	479	1084	1256	788	692
ENSG00000187191.16	0	0	0	0	0	0	0	0
ENSG00000187193.9	180	176	169	147	680	160	538	533
ENSG00000187210.14	590	3572	1162	471	320	346	347	299
ENSG00000187223.4	0	0	0	0	0	0	0	0
ENSG00000187229.3	0	1	0	1	0	5	0	0
ENSG00000187231.14	515	3214	1648	1187	2544	1860	2085	1957
ENSG00000187238.5	0	0	0	0	0	0	0	0
ENSG00000187239.19	1239	1533	1562	1634	3050	3055	1568	2827
ENSG00000187240.17	234	211	497	455	698	667	1237	599
ENSG00000187242.6	0	2	1	0	1	0	1	1
ENSG00000187243.17	64	42	37	6	3	5	3	3
ENSG00000187244.12	4100	5230	4864	29297	12590	15767	7104	7816
ENSG00000187257.16	209	643	439	994	821	1376	795	997
ENSG00000187258.14	0	2	0	0	0	0	0	0
ENSG00000187260.16	811	468	135	124	67	169	207	150
ENSG00000187266.14	1174	969	949	377	651	1164	482	950
ENSG00000187268.12	0	4	0	0	1	1	0	0
ENSG00000187272.7	0	0	0	0	0	0	0	0
ENSG00000187288.12	14	13	0	0	0	4	0	6
ENSG00000187323.13	12	17	29	82	197	113	105	211
ENSG00000187325.5	338	706	389	509	933	1291	554	610
ENSG00000187372.11	80	42	27	10	200	120	27	50
ENSG00000187391.23	176	194	81	59	683	427	444	353
ENSG00000187398.12	4	20	0	6	15	73	0	1
ENSG00000187416.13	0	52	0	43	71	46	125	161
ENSG00000187446.12	2247	2290	2166	2259	5084	2673	4594	3404
ENSG00000187472.4	0	0	0	0	0	0	0	0
ENSG00000187474.5	1740	2213	768	4498	1492	1419	659	1344
ENSG00000187475.6	2	4	5	0	0	0	0	0
ENSG00000187479.9	1415	321	446	250	27760	2760	27175	18949
ENSG00000187481.2	0	0	0	0	0	0	0	0
ENSG00000187483.11	0	0	0	0	0	0	0	0
ENSG00000187486.7	2	274	25	56	117	48	68	85
ENSG00000187492.9	22	31	3	8	17	112	573	277
ENSG00000187498.17	19305	13856	4821	9558	18508	17206	2529	5510
ENSG00000187504.6	0	0	0	0	0	0	0	0
ENSG00000187510.11	6	142	48	64	9	9	126	24
ENSG00000187513.9	541	378	122	145	1192	1989	278	1220
ENSG00000187514.17	22121	33818	29394	23518	26172	27030	17790	19861
ENSG00000187516.7	0	0	0	0	0	0	0	0
ENSG00000187522.16	86	316	256	278	207	266	192	265
ENSG00000187527.12	3	324	26	108	34	31	29	30
ENSG00000187531.14	1921	617	1237	836	716	1009	516	1079
ENSG00000187533.14	0	0	0	0	0	0	0	0
ENSG00000187534.6	64	42	78	65	58	55	53	64
ENSG00000187535.14	842	1032	1358	973	1282	1319	1893	1381
ENSG00000187536.4	0	0	2	1	1	0	0	0
ENSG00000187537.13	0	0	0	0	0	0	0	0
ENSG00000187545.5	0	0	0	0	0	0	0	0
ENSG00000187546.14	31	15	2	1	28	9	7	13
ENSG00000187550.9	4	0	2	0	0	0	5	1
ENSG00000187553.10	4	0	0	0	7	6	3	2
ENSG00000187554.15	253	210	86	469	364	242	350	271
ENSG00000187555.17	2177	3929	3806	2684	3685	3575	2570	2830
ENSG00000187556.8	5	11	1	1	12	36	9	22
ENSG00000187559.6	1	12	2	0	1	0	4	0
ENSG00000187566.6	145	167	194	242	35	106	37	41
ENSG00000187569.3	0	0	0	0	2	0	0	0
ENSG00000187581.3	0	2	1	0	0	2	3	3
ENSG00000187583.11	1418	247	433	254	23	24	15	67
ENSG00000187589.8	0	2	0	1	0	0	0	0
ENSG00000187595.18	40	42	54	18	30	108	60	55
ENSG00000187600.15	0	3	1	0	1	1	3	2
ENSG00000187601.5	770	386	356	383	1174	1909	1057	1022
ENSG00000187605.17	988	1574	877	962	1348	758	664	797
ENSG00000187607.16	95	190	87	120	79	204	64	176
ENSG00000187608.10	2989	1993	4977	2231	1516	2083	3477	1963
ENSG00000187609.16	1030	263	428	216	913	1702	445	1116
ENSG00000187612.1	0	0	0	0	0	0	0	0
ENSG00000187616.5	1	4	4	1	1	1	0	3
ENSG00000187621.17	3	1	1	0	8	17	1	6
ENSG00000187624.9	80	129	25	61	38	211	244	119
ENSG00000187626.9	317	259	173	258	151	449	80	178
ENSG00000187627.18	10	26	1	8	3	9	0	4
ENSG00000187630.18	147	136	168	146	330	422	219	443
ENSG00000187634.13	204	112	38	17	269	535	76	166
ENSG00000187642.10	23	14	22	2	7	5	2	10
ENSG00000187650.4	119	348	198	191	186	253	115	263
ENSG00000187653.11	972	1072	686	1418	2880	3562	1866	2652
ENSG00000187657.6	0	0	0	0	0	0	0	0
ENSG00000187658.7	0	0	0	0	0	1	3	0
ENSG00000187664.9	0	0	0	0	0	0	0	0
ENSG00000187672.15	118	22	30	28	23	15	14	16
ENSG00000187676.8	372	505	557	269	333	411	344	370
ENSG00000187678.10	1399	1197	3743	701	7178	1859	4023	3280
ENSG00000187682.2	15	4	0	0	1	1	2	7
ENSG00000187686.5	0	0	0	0	0	0	0	0
ENSG00000187688.15	512	729	393	821	1833	2191	1146	1683
ENSG00000187689.10	4	10	48	0	1	0	0	0
ENSG00000187690.4	0	0	0	0	2	4	2	3
ENSG00000187699.10	26	150	4	91	117	263	54	158
ENSG00000187701.5	0	0	0	0	0	0	0	0
ENSG00000187713.7	952	540	761	404	775	1145	589	813
ENSG00000187714.7	0	0	0	114	0	0	0	0
ENSG00000187715.13	182	282	341	1	25	9	17	35
ENSG00000187720.15	336	240	458	95	1506	1007	710	850
ENSG00000187721.8	0	0	0	0	0	0	0	0
ENSG00000187726.9	10	81	20	408	9	89	184	163
ENSG00000187730.9	72	11	19	46	78	120	97	64
ENSG00000187733.7	1	0	1	128	0	0	1	3
ENSG00000187735.16	1545	4924	2262	4791	3082	3354	2541	2501
ENSG00000187736.14	32	91	41	86	97	173	51	103
ENSG00000187741.16	730	897	223	570	169	244	110	194
ENSG00000187742.15	758	1704	985	1297	2212	3025	1877	2507
ENSG00000187747.2	0	0	0	0	0	0	0	1
ENSG00000187753.13	3	5	2	0	8	8	6	10
ENSG00000187754.9	0	0	0	0	0	0	0	0
ENSG00000187758.8	0	2	0	0	6	40	3	12
ENSG00000187762.5	0	0	0	1	1	5	1	5
ENSG00000187763.3	0	0	0	0	0	0	0	0
ENSG00000187764.12	880	1781	853	1890	1757	1057	1035	1468
ENSG00000187766.1	0	0	0	0	0	0	0	0
ENSG00000187772.8	0	0	0	0	0	0	0	1
ENSG00000187773.9	16	14	11	1	0	4	0	2
ENSG00000187775.17	350	204	188	119	226	408	212	513
ENSG00000187778.14	1579	1108	1314	1004	1377	1786	994	1502
ENSG00000187783.12	0	9	0	4	2	4	4	1
ENSG00000187790.12	106	409	497	286	256	264	158	186
ENSG00000187791.13	0	0	0	0	0	0	0	0
ENSG00000187792.5	153	184	148	241	260	421	145	212
ENSG00000187796.16	83	46	24	55	32	59	7	54
ENSG00000187800.14	449	277	68	118	1922	3317	571	1708
ENSG00000187801.15	46	73	47	186	37	14	10	19
ENSG00000187806.9	0	0	0	0	0	0	0	0
ENSG00000187808.5	99	70	27	120	46	145	31	93
ENSG00000187812.13	0	2	1	0	0	0	0	0
ENSG00000187815.10	107	135	124	400	186	185	52	155
ENSG00000187821.9	6	1	0	0	9	1	27	20
ENSG00000187823.4	0	1	0	0	3	0	0	0
ENSG00000187824.9	35	235	29	100	373	454	331	295
ENSG00000187833.8	0	0	0	0	0	0	0	0
ENSG00000187837.5	1367	731	577	317	364	524	553	501
ENSG00000187838.17	26	10	2	8	17	29	3	26
ENSG00000187840.5	3050	787	619	897	497	619	288	488
ENSG00000187847.5	0	0	0	0	0	0	0	0
ENSG00000187848.15	11	7	0	5	162	122	16	323
ENSG00000187855.6	0	1	0	0	0	4	0	0
ENSG00000187857.5	0	0	0	0	0	0	0	0
ENSG00000187860.11	48	92	41	47	71	112	164	116
ENSG00000187862.13	23	50	3	61	14	26	10	42
ENSG00000187866.10	490	730	477	676	975	1318	598	765
ENSG00000187867.10	494	211	44	62	287	374	252	71
ENSG00000187870.7	0	0	0	0	0	0	0	0
ENSG00000187871.2	0	0	0	3	0	0	0	1
ENSG00000187889.13	1	440	54	8	37	223	237	109
ENSG00000187893.11	0	0	0	0	0	1	0	0
ENSG00000187900.4	0	0	0	0	0	0	0	0
ENSG00000187902.13	5	0	0	0	0	10	0	1
ENSG00000187904.3	0	0	0	0	0	3	0	0
ENSG00000187905.11	2	12	0	5	2	38	106	101
ENSG00000187908.20	0	29535	308	699	36095	635	14849	5659
ENSG00000187912.12	2	28	1	16	15	21	8	19
ENSG00000187918.6	0	0	0	0	0	0	0	0
ENSG00000187922.14	2	7	3	3	273	211	19	87
ENSG00000187942.12	35	68	4	36	75	192	35	96
ENSG00000187944.5	5	6	4	4	4	7	2	46
ENSG00000187950.9	0	5	1	7	83	155	190	92
ENSG00000187951.11	0	3	0	0	0	0	0	0
ENSG00000187952.9	3	3	4	3	4	6	2	5
ENSG00000187953.11	0	0	0	0	0	0	0	0
ENSG00000187954.14	1280	1006	529	415	531	982	280	717
ENSG00000187955.13	911	1853	301	1033	6364	4509	901	1119
